ayah_id,ayah_text,normalized_text
109,واتبعوا ما تتلو الشياطين على ملك سليمان ۖ وما كفر سليمان ولكن الشياطين كفروا يعلمون الناس السحر وما أنزل على الملكين ببابل هاروت وماروت ۚ وما يعلمان من أحد حتى يقولا إنما نحن فتنة فلا تكفر ۖ فيتعلمون منهما ما يفرقون به بين المرء وزوجه ۚ وما هم بضارين به من أحد إلا بإذن الله ۚ ويتعلمون ما يضرهم ولا ينفعهم ۚ ولقد علموا لمن اشتراه ما له في الآخرة من خلاق ۚ ولبئس ما شروا به أنفسهم ۚ لو كانوا يعلمون,واتبعوا ما تتلو الشياطين علي ملك سليمان ۖ وما كفر سليمان ولكن الشياطين كفروا يعلمون الناس السحر وما انزل علي الملكين ببابل هاروت وماروت ۚ وما يعلمان من احد حتي يقولا انما نحن فتنه فلا تكفر ۖ فيتعلمون منهما ما يفرقون به بين المرء وزوجه ۚ وما هم بضارين به من احد الا باذن الله ۚ ويتعلمون ما يضرهم ولا ينفعهم ۚ ولقد علموا لمن اشتراه ما له في الاخره من خلاق ۚ ولبيس ما شروا به انفسهم ۚ لو كانوا يعلمون
110,ولو أنهم آمنوا واتقوا لمثوبة من عند الله خير ۖ لو كانوا يعلمون,ولو انهم امنوا واتقوا لمثوبه من عند الله خير ۖ لو كانوا يعلمون
111,يا أيها الذين آمنوا لا تقولوا راعنا وقولوا انظرنا واسمعوا ۗ وللكافرين عذاب أليم,يا ايها الذين امنوا لا تقولوا راعنا وقولوا انظرنا واسمعوا ۗ وللكافرين عذاب اليم
112,ما يود الذين كفروا من أهل الكتاب ولا المشركين أن ينزل عليكم من خير من ربكم ۗ والله يختص برحمته من يشاء ۚ والله ذو الفضل العظيم,ما يود الذين كفروا من اهل الكتاب ولا المشركين ان ينزل عليكم من خير من ربكم ۗ والله يختص برحمته من يشاء ۚ والله ذو الفضل العظيم
113,ما ننسخ من آية أو ننسها نأت بخير منها أو مثلها ۗ ألم تعلم أن الله على كل شيء قدير,ما ننسخ من ايه او ننسها نات بخير منها او مثلها ۗ الم تعلم ان الله علي كل شيء قدير
114,ألم تعلم أن الله له ملك السماوات والأرض ۗ وما لكم من دون الله من ولي ولا نصير,الم تعلم ان الله له ملك السماوات والارض ۗ وما لكم من دون الله من ولي ولا نصير
115,أم تريدون أن تسألوا رسولكم كما سئل موسى من قبل ۗ ومن يتبدل الكفر بالإيمان فقد ضل سواء السبيل,ام تريدون ان تسالوا رسولكم كما سيل موسي من قبل ۗ ومن يتبدل الكفر بالايمان فقد ضل سواء السبيل
116,ود كثير من أهل الكتاب لو يردونكم من بعد إيمانكم كفارا حسدا من عند أنفسهم من بعد ما تبين لهم الحق ۖ فاعفوا واصفحوا حتى يأتي الله بأمره ۗ إن الله على كل شيء قدير,ود كثير من اهل الكتاب لو يردونكم من بعد ايمانكم كفارا حسدا من عند انفسهم من بعد ما تبين لهم الحق ۖ فاعفوا واصفحوا حتي ياتي الله بامره ۗ ان الله علي كل شيء قدير
117,وأقيموا الصلاة وآتوا الزكاة ۚ وما تقدموا لأنفسكم من خير تجدوه عند الله ۗ إن الله بما تعملون بصير,واقيموا الصلاه واتوا الزكاه ۚ وما تقدموا لانفسكم من خير تجدوه عند الله ۗ ان الله بما تعملون بصير
118,وقالوا لن يدخل الجنة إلا من كان هودا أو نصارى ۗ تلك أمانيهم ۗ قل هاتوا برهانكم إن كنتم صادقين,وقالوا لن يدخل الجنه الا من كان هودا او نصاري ۗ تلك امانيهم ۗ قل هاتوا برهانكم ان كنتم صادقين
119,بلى من أسلم وجهه لله وهو محسن فله أجره عند ربه ولا خوف عليهم ولا هم يحزنون,بلي من اسلم وجهه لله وهو محسن فله اجره عند ربه ولا خوف عليهم ولا هم يحزنون
120,وقالت اليهود ليست النصارى على شيء وقالت النصارى ليست اليهود على شيء وهم يتلون الكتاب ۗ كذلك قال الذين لا يعلمون مثل قولهم ۚ فالله يحكم بينهم يوم القيامة فيما كانوا فيه يختلفون,وقالت اليهود ليست النصاري علي شيء وقالت النصاري ليست اليهود علي شيء وهم يتلون الكتاب ۗ كذلك قال الذين لا يعلمون مثل قولهم ۚ فالله يحكم بينهم يوم القيامه فيما كانوا فيه يختلفون
121,ومن أظلم ممن منع مساجد الله أن يذكر فيها اسمه وسعى في خرابها ۚ أولئك ما كان لهم أن يدخلوها إلا خائفين ۚ لهم في الدنيا خزي ولهم في الآخرة عذاب عظيم,ومن اظلم ممن منع مساجد الله ان يذكر فيها اسمه وسعي في خرابها ۚ اوليك ما كان لهم ان يدخلوها الا خايفين ۚ لهم في الدنيا خزي ولهم في الاخره عذاب عظيم
122,ولله المشرق والمغرب ۚ فأينما تولوا فثم وجه الله ۚ إن الله واسع عليم,ولله المشرق والمغرب ۚ فاينما تولوا فثم وجه الله ۚ ان الله واسع عليم
123,وقالوا اتخذ الله ولدا ۗ سبحانه ۖ بل له ما في السماوات والأرض ۖ كل له قانتون,وقالوا اتخذ الله ولدا ۗ سبحانه ۖ بل له ما في السماوات والارض ۖ كل له قانتون
124,بديع السماوات والأرض ۖ وإذا قضى أمرا فإنما يقول له كن فيكون,بديع السماوات والارض ۖ واذا قضي امرا فانما يقول له كن فيكون
125,وقال الذين لا يعلمون لولا يكلمنا الله أو تأتينا آية ۗ كذلك قال الذين من قبلهم مثل قولهم ۘ تشابهت قلوبهم ۗ قد بينا الآيات لقوم يوقنون,وقال الذين لا يعلمون لولا يكلمنا الله او تاتينا ايه ۗ كذلك قال الذين من قبلهم مثل قولهم ۘ تشابهت قلوبهم ۗ قد بينا الايات لقوم يوقنون
126,إنا أرسلناك بالحق بشيرا ونذيرا ۖ ولا تسأل عن أصحاب الجحيم,انا ارسلناك بالحق بشيرا ونذيرا ۖ ولا تسال عن اصحاب الجحيم
127,ولن ترضى عنك اليهود ولا النصارى حتى تتبع ملتهم ۗ قل إن هدى الله هو الهدى ۗ ولئن اتبعت أهواءهم بعد الذي جاءك من العلم ۙ ما لك من الله من ولي ولا نصير,ولن ترضي عنك اليهود ولا النصاري حتي تتبع ملتهم ۗ قل ان هدي الله هو الهدي ۗ ولين اتبعت اهواءهم بعد الذي جاءك من العلم ۙ ما لك من الله من ولي ولا نصير
128,الذين آتيناهم الكتاب يتلونه حق تلاوته أولئك يؤمنون به ۗ ومن يكفر به فأولئك هم الخاسرون,الذين اتيناهم الكتاب يتلونه حق تلاوته اوليك يومنون به ۗ ومن يكفر به فاوليك هم الخاسرون
129,يا بني إسرائيل اذكروا نعمتي التي أنعمت عليكم وأني فضلتكم على العالمين,يا بني اسراييل اذكروا نعمتي التي انعمت عليكم واني فضلتكم علي العالمين
130,واتقوا يوما لا تجزي نفس عن نفس شيئا ولا يقبل منها عدل ولا تنفعها شفاعة ولا هم ينصرون,واتقوا يوما لا تجزي نفس عن نفس شييا ولا يقبل منها عدل ولا تنفعها شفاعه ولا هم ينصرون
131,وإذ ابتلى إبراهيم ربه بكلمات فأتمهن ۖ قال إني جاعلك للناس إماما ۖ قال ومن ذريتي ۖ قال لا ينال عهدي الظالمين,واذ ابتلي ابراهيم ربه بكلمات فاتمهن ۖ قال اني جاعلك للناس اماما ۖ قال ومن ذريتي ۖ قال لا ينال عهدي الظالمين
132,وإذ جعلنا البيت مثابة للناس وأمنا واتخذوا من مقام إبراهيم مصلى ۖ وعهدنا إلى إبراهيم وإسماعيل أن طهرا بيتي للطائفين والعاكفين والركع السجود,واذ جعلنا البيت مثابه للناس وامنا واتخذوا من مقام ابراهيم مصلي ۖ وعهدنا الي ابراهيم واسماعيل ان طهرا بيتي للطايفين والعاكفين والركع السجود
133,وإذ قال إبراهيم رب اجعل هذا بلدا آمنا وارزق أهله من الثمرات من آمن منهم بالله واليوم الآخر ۖ قال ومن كفر فأمتعه قليلا ثم أضطره إلى عذاب النار ۖ وبئس المصير,واذ قال ابراهيم رب اجعل هذا بلدا امنا وارزق اهله من الثمرات من امن منهم بالله واليوم الاخر ۖ قال ومن كفر فامتعه قليلا ثم اضطره الي عذاب النار ۖ وبيس المصير
134,وإذ يرفع إبراهيم القواعد من البيت وإسماعيل ربنا تقبل منا ۖ إنك أنت السميع العليم,واذ يرفع ابراهيم القواعد من البيت واسماعيل ربنا تقبل منا ۖ انك انت السميع العليم
